"movie_id","movie_name","movie_distributor","movie_genre"
"Drama_2002_130","Umberto D","Janus Films","Drama"
"Drama_2002_131","Saathiya","","Drama"
"Drama_2002_132","Langrishe, Go Down","","Drama"
"Drama_2002_133","Wings of Courage","Sony Pictures Cla…","Drama"
"Drama_2002_134","Chelsea Walls","Lionsgate","Drama"
"Drama_2002_135","Harvard Man","","Drama"
"Drama_2002_136","La baie des anges","Pathe Contemporar…","Drama"
"Drama_2002_137","Ciao America","","Drama"
"Drama_2002_138","Children on Their Birthdays","Artisan","Drama"
"Drama_2002_139","O Fantasma","","Drama"
"Drama_2002_140","Plata quemada","Strand","Drama"
"Drama_2002_141","Astoria","Distributor Unknown","Drama"
"Drama_2002_142","An American Rhapsody","Paramount Vantage","Drama"
"Drama_2002_143","Focus","Paramount Vantage","Drama"
"Drama_2002_144","Innocence","IDP Distribution","Drama"
"Drama_2002_145","Love Liza","","Drama"
"Drama_2002_146","Les enfants du siècle","Empire Pictures","Drama"
"Drama_2002_147","Quai des Orfevres","","Drama"
"Drama_2002_148","The Calling","Testimony Pictures","Drama"
"Drama_2002_149","Agni Varsha","Cinebella Enterta…","Drama"
"Drama_2002_150","Abril Despedaçado","Miramax","Drama"
