"movie_id","movie_name","movie_distributor","movie_genre"
"Comedy_2002_36","Italian for Beginners","Miramax","Comedy"
"Comedy_2002_37","The Adventures of Pluto Nash","Warner Bros.","Comedy"
"Comedy_2002_38","Men with Brooms","Artisan","Comedy"
"Comedy_2002_39","Mostly Martha (Drei Sterne)","Paramount Vantage","Comedy"
"Comedy_2002_40","Joe Somebody","20th Century Fox","Comedy"
"Comedy_2002_41","Tadpole","Miramax","Comedy"
"Comedy_2002_42","Not Another Teen Movie","Sony Pictures","Comedy"
"Comedy_2002_43","Full Frontal","Miramax","Comedy"
"Comedy_2002_44","The Man from Elysian Fields","Samuel Goldwyn Films","Comedy"
"Comedy_2002_45","The Singles Ward","Halestorm Enterta…","Comedy"
"Comedy_2002_46","My Wife is an Actress (Ma F…","Sony Pictures Cla…","Comedy"
"Comedy_2002_47","Sordid Lives","Regent Releasing","Comedy"
"Comedy_2002_48","Human Nature","Fine Line","Comedy"
"Comedy_2002_49","The Debut","Menemsha Entertai…","Comedy"
"Comedy_2002_50","Son of the Bride","Sony Pictures Cla…","Comedy"
"Comedy_2002_51","Charly","Excel Entertainment","Comedy"
"Comedy_2002_52","Welcome to Collinwood","Warner Bros.","Comedy"
"Comedy_2002_53","Elling","","Comedy"
"Comedy_2002_54","Pumpkin","MGM","Comedy"
"Comedy_2002_55","The Château","IFC Films","Comedy"
"Comedy_2002_56","Out Cold","Walt Disney","Comedy"
"Comedy_2002_57","Corky Romano","Walt Disney","Comedy"
"Comedy_2002_58","Monty Python and the Holy G…","","Comedy"
"Comedy_2002_59","Cherish","Fine Line","Comedy"
"Comedy_2002_60","Bartleby","Outrider Pictures","Comedy"
"Comedy_2002_61","American Chai","Magic Lamp","Comedy"
"Comedy_2002_62","The Producers","","Comedy"
"Comedy_2002_63","Bandits","MGM","Comedy"
"Comedy_2002_64","Pane e tulipani","First Look","Comedy"
"Comedy_2002_65","Ghost World","MGM","Comedy"
"Comedy_2002_66","Spooky House","","Comedy"
"Comedy_2002_67","God is Great, I'm Not","","Comedy"
"Comedy_2002_68","Manna From Heaven","Five Sisters Prod…","Comedy"
"Comedy_2002_69","The Wash","Lionsgate","Comedy"
"Comedy_2002_70","Sidewalks of New York","Paramount Vantage","Comedy"
"Comedy_2002_71","Lucky Break","Paramount Pictures","Comedy"
"Comedy_2002_72","La Ciénaga","","Comedy"
"Comedy_2002_73","All the Queen's Men","Strand","Comedy"
"Comedy_2002_74","The Princess Diaries","Walt Disney","Comedy"
"Comedy_2002_75","30 Years to Life","","Comedy"
"Comedy_2002_76","The Mesmerist","","Comedy"
"Comedy_2002_77","The Next Big Thing","","Comedy"
"Comedy_2002_78","Zoolander","Paramount Pictures","Comedy"
"Comedy_2002_79","La Bûche","Empire Pictures","Comedy"
"Comedy_2002_80","The Phantom of Liberty","","Comedy"
"Comedy_2002_81","The Wetonkawa Flash","Indican Pictures","Comedy"
"Comedy_2002_82","Drôle de Félix","WinStar Cinema","Comedy"
"Comedy_2002_83","Secret Society","","Comedy"
"Comedy_2002_84","The 4th Tenor","","Comedy"
"Comedy_2002_85","Dead or Alive","","Comedy"
"Comedy_2002_86","Besotted","Artistic License","Comedy"
"Comedy_2002_87","Hit & Runway","","Comedy"
"Comedy_2003_1","Bruce Almighty","Universal","Comedy"
"Comedy_2003_2","Anger Management","Sony Pictures","Comedy"
"Comedy_2003_3","Bringing Down the House","Walt Disney","Comedy"
"Comedy_2003_4","Freaky Friday","Walt Disney","Comedy"
"Comedy_2003_5","Scary Movie 3","Miramax/Dimension","Comedy"
"Comedy_2003_6","American Wedding","Universal","Comedy"
"Comedy_2003_7","Daddy Day Care","Sony Pictures","Comedy"
"Comedy_2003_8","Legally Blonde 2: Red, Whit…","MGM","Comedy"
"Comedy_2003_9","Cheaper by the Dozen","20th Century Fox","Comedy"
"Comedy_2003_10","School of Rock","Paramount Pictures","Comedy"
"Comedy_2003_11","Old School","Dreamworks SKG","Comedy"
"Comedy_2003_12","Under the Tuscan Sun","Walt Disney","Comedy"
"Comedy_2003_13","Head of State","Dreamworks SKG","Comedy"
"Comedy_2003_14","Uptown Girls","MGM","Comedy"
"Comedy_2003_15","Matchstick Men","Warner Bros.","Comedy"
"Comedy_2003_16","What a Girl Wants","Warner Bros.","Comedy"
"Comedy_2003_17","Malibu's Most Wanted","Warner Bros.","Comedy"
"Comedy_2003_18","Stuck On You","20th Century Fox","Comedy"
"Comedy_2003_19","The Fighting Temptations","Paramount Pictures","Comedy"
"Comedy_2003_20","Dumb and Dumberer: When Har…","New Line","Comedy"
"Comedy_2003_21","Dickie Roberts: Former Chil…","Paramount Pictures","Comedy"
"Comedy_2003_22","The Medallion","Sony Pictures","Comedy"
"Comedy_2003_23","The In-Laws","Warner Bros.","Comedy"
"Comedy_2003_24","A Mighty Wind","Warner Bros.","Comedy"
"Comedy_2003_25","Adaptation","Sony Pictures","Comedy"
"Comedy_2003_26","View from the Top","Miramax","Comedy"
"Comedy_2003_27","Duplex","Miramax","Comedy"
"Comedy_2003_28","Mambo Italiano","Goldwyn Entertain…","Comedy"
